Jogo;Provedor;Categoria
"Legendary Monkey King";Smartsoft;Slot
"Ways Of The Quilin";Smartsoft;Slot
"Honey Trap Diao Chan";Smartsoft;Slot
"Gem Saviour Sword";Smartsoft;Slot
"Mask Carnival";Smartsoft;Slot
"Heist Stakes";Smartsoft;Slot
"Galactic Gems";Smartsoft;Slot
"Bali Vacation Infinity Reels";Smartsoft;Slot
"Cruise Royale";Smartsoft;Slot
"Legend Of Hou Yi";Smartsoft;Slot
"Dreams Of Macau";Smartsoft;Slot
"Battleground Royale";Smartsoft;Slot
"Butterfly Blossom";Smartsoft;Slot
"Ninja Racoon Frenzy";Smartsoft;Slot
"Songkran Splash";Smartsoft;Slot
"Mistical Spirits";Smartsoft;Slot
"Journey To The Wealth";Smartsoft;Slot
"Fortune Gods";Smartsoft;Slot
"Dragon Legend";Smartsoft;Slot
"Raider Janes Crypt Of Fortune";Smartsoft;Slot
"Circus Delight";Smartsoft;Slot
"Safari Wilds";Smartsoft;Slot
"Totem Wonders";Smartsoft;Slot
"Win Win Fish Prawn Crab";Smartsoft;Slot
"Buffalo King Untamed Megaways";Smartsoft;Slot
"Super Joker";Smartsoft;Slot
"Stormy Witch";Smartsoft;Slot
"Secrets Of Cleopatra";Smartsoft;Slot
"Jetx3";Smartsoft;Crash
"Tales Of Egypt";Smartsoft;Slot
"Pompeii Megareels";Smartsoft;Slot
"Piggy Bank Bills";Smartsoft;Slot
"Romeo And Juliet";Smartsoft;Slot
"Santas Wonderland";Smartsoft;Slot
"Spin & Score";Smartsoft;Slot
"Magicians Secrets";Smartsoft;Slot
"John Hunter Scarab Queen";Smartsoft;Slot
"Wisdom Of Athena";Smartsoft;Slot
"Pot Of Fortune";Smartsoft;Slot
"3 Kingdoms Battle Of Red Cliffs";Smartsoft;Slot
"Lady The Moon";Smartsoft;Slot
"Lucky Grace Charm Mega Hold Spin";Smartsoft;Slot
"Hockey League Wild Match";Smartsoft;Slot
"Hockey League";Smartsoft;Slot
"Fortunes Of Aztec";Smartsoft;Slot
"Crystal Caverns";Smartsoft;Slot
"Firebird Spirit";Smartsoft;Slot
"Cosmic Cash";Smartsoft;Slot
"Eye Of Cleopatra";Smartsoft;Slot
"Gold Train";Smartsoft;Slot
"Great Reef";Smartsoft;Slot
"Dwarven Gold Deluxe";Smartsoft;Slot
"3 Dancing Monkeys";Smartsoft;Slot
"Ze Zeus";Smartsoft;Slot
"Amigo Wlld Luck";Amigo Gaming;Slot
"Hot Deco";Amusnet;Slot
"Kangaroo Land";Amusnet;Slot
"Kemets Dice";Amusnet;Ao Vivo
"Lucky Hot";Amusnet;Slot
"40 Lucky King";Amusnet;Slot
"40 Luxury Dice";Amusnet;Ao Vivo
"Magellan";Amusnet;Slot
"Mayan Spirit";Amusnet;Slot
"40 Mega Clover";Amusnet;Slot
"Oil Company II";Amusnet;Slot
"Onyx Auto Roulette";Amusnet;Ao Vivo
"Orient Story Deluxe";Amusnet;Slot
"20 Power Hot Dice Edition";Amusnet;Ao Vivo
"Aviator";Aviator Studio;Slot
"Aviamasters X mas";Bgaming;Slot
"Wild Moon Thieves X mas";Bgaming;Slot
"eupean roulette";Bgaming;Ao Vivo
"ice schatch silver";Bgaming;Slot
"ice schatch gold";Bgaming;Slot
"candy mosnta";Bgaming;Slot
"ice schatch bronze";Bgaming;Slot
"7 juicy fruts multihold";Bgaming;Slot
"64 Nuggets Hold and Win";Booming Games;Slot
"64 Presents Hold and Win";Booming Games;Slot
"Wild Silverback";Booming Games;Slot
"Ultra Buffalo Hold and Win";Booming Games;Slot
"Ultimate Hold N Win";Booming Games;Slot
"Twin Buffalo Hold and Win";Booming Games;Slot
"Trollfufu Bonanza";Booming Games;Slot
"TNT Bonanza 2";Booming Games;Slot
"TNT Bonanza";Booming Games;Slot
"Thunder Eagle Hold and Win Extreme 10,000";Booming Games;Slot
"The Wild Wings of Phoenix Deluxe";Booming Games;Slot
"The Chillies";Booming Games;Slot
"Tasty Bonanza 10,000";Booming Games;Slot
"Tasty Bonanza";Booming Games;Slot
"Super Duper";Booming Games;Slot
"Stampede Bonanza";Booming Games;Slot
"Spooktacular Bonanza";Booming Games;Slot
"Space Sam Walk and Win";Booming Games;Slot
"Shields of Gold Valkyrie Hold & Win";Booming Games;Slot
"Santa in Vegas";Booming Games;Slot
"Sacred Buffalo";Booming Games;Slot
"Reels Paradise";Booming Games;Slot
"Ra's Relics Bonanza";Booming Games;Slot
"Power of Hercules Bonanza";Booming Games;Slot
"Power of Atlantis Trio";Booming Games;Slot
"Polar Buffalo Hold and Win Extreme 25,000";Booming Games;Slot
"Mustangs and Stallions";Booming Games;Slot
"Mustang Hold and Win";Booming Games;Slot
"Mr. Oinkster's Power Hit";Booming Games;Slot
"Mr. Oinkster's Hold and Win";Booming Games;Slot
"Lucky Charms Trio";Booming Games;Slot
"Liberty and Freedom Hold and Win Extreme 10,000";Booming Games;Slot
"Legendary Diamonds";Booming Games;Slot
"Jester's Riches";Booming Games;Slot
"Jester's Bells Bonanza";Booming Games;Slot
"Inferno Fortune Power Hit";Booming Games;Slot
"Inferno Fortune InstaStrike";Booming Games;Slot
"Howling for Gold";Booming Games;Slot
"Hot Charge";Booming Games;Slot
"Holly Jolly Cash Pig";Booming Games;Slot
"Holly Jolly Bonanza 2";Booming Games;Slot
"Holly Jolly Bonanza";Booming Games;Slot
"Greek Legends";Booming Games;Slot
"Greedy for Gold Power Hit";Booming Games;Slot
"Gold Gold Gold Hold and Win";Booming Games;Slot
"Gold Gold Gold 5000";Booming Games;Slot
"Gold Gold Gold";Booming Games;Slot
"64 Gold Coins Hold and Win 20,000";Booming Games;Instant Win
"64 Gold Coins Hold & Win";Booming Games;Instant Win
"Gold and Glamour Hold and Win";Booming Games;Slot
"Gamblelicious Hold and Win";Booming Games;Slot
"Forbidden Temple Power Hit";Booming Games;Slot
"Fly On";Booming Games;Slot
"Flaming Chillies";Booming Games;Slot
"Fish Tales Monster Bass 10,000";Booming Games;Slot
"Fish Tales Monster Bass";Booming Games;Slot
"Fish Tales Halloween";Booming Games;Slot
"Fish Tales Double Catch";Booming Games;Slot
"Fish Tales Colossal Catch Link & Loot";Booming Games;Slot
"Easter Classics";Booming Games;Slot
"Dynamite Trio";Booming Games;Slot
"Cash Pig";Booming Games;Slot
"Cash Pig 2";Booming Games;Slot
"Cash Pig 2 15,000";Booming Games;Slot
"Chief Hawks Spirit Walk";Booming Games;Slot
"Classic Coins";Booming Games;Instant Win
"Classic Fantastic";Booming Games;Slot
"Coin Crusher Hold and Win";Booming Games;Slot
"Diamond Forge Link & Loot";Booming Games;Slot
"Diamond Hits";Booming Games;Slot
"Diamond Hits Trio InstaStrike";Booming Games;Slot
"Diamonds Diamonds Diamonds Hold and Win";Booming Games;Slot
"Diamonds of Liberty";Booming Games;Slot
"Berserkin' Buffalo Power Hit";Booming Games;Slot
"Black Friday Cart Craze";Booming Games;Slot
"Blazin’ Bonus";Booming Games;Slot
"Bonza Bucks Hold and Win Extreme 10,000";Booming Games;Slot
"Booming Seven Deluxe Legacy";Booming Games;Slot
"Buffalo Hold And Win";Booming Games;Slot
"Buffalo Hold and Win Extreme";Booming Games;Slot
"Buffalo Hold and Win Extreme 10,000";Booming Games;Slot
"Burning Classics";Booming Games;Slot
"Burning Classics 2";Booming Games;Slot
"Burning Classics 5000";Booming Games;Slot
"Burning Classics Royal Edition";Booming Games;Slot
"Burning Love";Booming Games;Slot
"Ronaldinho's Streetball Bonanza";Booming Games;Slot
"Ronaldinho Scores Shoot & Win";Booming Games;Slot
"Ronaldinho Spins";Booming Games;Slot
"Castle of Terror II,";BTG;Slot
"Auto Roulette Luxe";Creedroomz;Ao Vivo
"Baccarat A";Creedroomz;Ao Vivo
"Baccarat B";Creedroomz;Ao Vivo
"Baccarat C";Creedroomz;Ao Vivo
"Baccarat I";Creedroomz;Ao Vivo
"Baccarat VIP";Creedroomz;Ao Vivo
"BlackJack A";Creedroomz;Ao Vivo
"BlackJack B";Creedroomz;Ao Vivo
"BlackJack C";Creedroomz;Ao Vivo
"BlackJack Creed A";Creedroomz;Ao Vivo
"BlackJack Creed B";Creedroomz;Ao Vivo
"BlackJack Creed C";Creedroomz;Ao Vivo
"BlackJack Creed D";Creedroomz;Ao Vivo
"BlackJack Creed E";Creedroomz;Ao Vivo
"BlackJack Creed F";Creedroomz;Ao Vivo
"BlackJack Creed G";Creedroomz;Ao Vivo
"BlackJack Creed H";Creedroomz;Ao Vivo
"BlackJack Creed I";Creedroomz;Ao Vivo
"BlackJack Creed K";Creedroomz;Ao Vivo
"BlackJack Creed L";Creedroomz;Ao Vivo
"BlackJack Creed M";Creedroomz;Ao Vivo
"BlackJack Creed O";Creedroomz;Ao Vivo
"BlackJack Creed P";Creedroomz;Ao Vivo
"BlackJack Creed Q";Creedroomz;Ao Vivo
"BlackJack VIP A";Creedroomz;Ao Vivo
"BlackJack VIP B";Creedroomz;Ao Vivo
"BlackJack VIP C";Creedroomz;Ao Vivo
"Keno Live";Creedroomz;Ao Vivo
"Richie Wheel";Creedroomz;Slot
"Roulette A";Creedroomz;Ao Vivo
"Speed Blackjack Brazilian A";Creedroomz;Ao Vivo
"Panda Da Sorte";Evolution;Slot
"Barão vermelho ao vivo";Evolution;Crash
"lightning bac во";Evolution;Slot
"cahs noire";Evolution;Slot
"Mr.Thimble";Galaxsys;Slot
"Penalty Pro";GamingCorps;Instant Win
"whole lotta honey";GamingCorps;Slot
"88 treasures";GamingCorps;Slot
"Penalty Champion 2";GamingCorps;Instant Win
"Paddy's Payouts Race for riches";GamingCorps;Slot
"mega mammoth multiplier mayhem";GamingCorps;Slot
"9 hot fruits stick and spin 3x3";GamingCorps;Slot
"Gates of Hell Fire";GamingCorps;Slot
"expanding joker";GamingCorps;Slot
"Le Prechaun";Hacksaw;Slot
"GRUG MAKE FIRE";Hacksaw;Slot
"Mines Supreme";Hacksaw;Instant Win
"Aliens Among Us";Hacksaw;Slot
"death becomes you";Hacksaw;Slot
"Nitro nights (1)";Hacksaw;Slot
"nitro nights";Hacksaw;Slot
"DANDY DIAMONDS";Hacksaw;Slot
"Great Game Rockies";Hacksaw;Slot
"3 Gods of Goalympus 95";Iron Dog;Instant Win
"Jack frost's winter";PG soft;Slot
"zombie blasters";PG soft;Slot
"wildrix (1)";PG soft;Slot
"Rise Of Olympus 100Rise Of Olympus 100";Play N Go;Slot
"Fire Blaze Red Wizard";Playtech;Slot
"lotto madness";Playtech;Slot
"hot gems cash collect";Playtech;Slot
"joker rush";Playtech;Slot
"joker spin and roll";Playtech;Slot
"monkey mania 2";Playtech;Slot
"mystic mines";Playtech;Instant Win
"oink oink oink";Playtech;Slot
"oink oink oink astro snouts";Playtech;Slot
"oink oink oink pharaohs";Playtech;Slot
"oriana sorbs";Playtech;Slot
"piggy mania";Playtech;Slot
"pyramid linx";Playtech;Slot
"queen of the pyramids";Playtech;Slot
"queens mystery";Playtech;Slot
"toucan mania";Playtech;Slot
"tree wishes";Playtech;Slot
"triple meow riches";Playtech;Slot
"ultra ace";Playtech;Slot
"wild linx";Playtech;Slot
"halloween fortune";Playtech;Slot
"goood heavens";Playtech;Slot
"golden macaque";Playtech;Slot
"gold trio football";Playtech;Slot
"gold trio 10000";Playtech;Slot
"gold hit lucky granny";Playtech;Slot
"gold hit link tiger jones";Playtech;Slot
"gold hit link jp bacon co";Playtech;Slot
"gold hit lil demon 91 86";Playtech;Slot
"gold hit dragon bonanza";Playtech;Slot
"81 gold cascade";Playtech;Slot
"goal goal goal pachin goal";Playtech;Instant Win
"gladiator mega cash collect";Playtech;Slot
"gates of camelot";Playtech;Slot
"blue wizard cash collect and link";Playtech;Slot
"blackbeards hoard cash sacks";Playtech;Slot
"big sumo";Playtech;Slot
"big bad wolf cash collect link";Playtech;Slot
"baa baa baa";Playtech;Slot
"azteca cash collect";Playtech;Slot
"aztec fruits";Playtech;Slot
"aloha waii cash collect 95";Playtech;Slot
"aloha waii cash collect";Playtech;Slot
"age of the gods wheels of olympus";Playtech;Slot
"age of the gods king of olympus megaways";Playtech;Slot
"age of the gods king of olympus fireblaze xtreme";Playtech;Slot
"age of the gods helios";Playtech;Slot
"age of the gods god of storms ii";Playtech;Slot
"age of the gods god of storms fireblaze";Playtech;Slot
"age of the gods god of storms 3";Playtech;Slot
"age of the gods god of storms";Playtech;Slot
"age of the gods cash collect";Playtech;Slot
"age of the gods gold trio";Playtech;Slot
"age of the gods amazon wild";Playtech;Slot
"age of the dogs";Playtech;Slot
"wild roll";Playtech;Slot
"witches cash collect";Playtech;Slot
"wizzy trix";Playtech;Slot
"wolves cash collect link b1";Playtech;Slot
"rabbit and the fox";Playtech;Slot
"reaction link";Playtech;Slot
"ready steady robo";Playtech;Slot
"red wizard bank it up";Playtech;Slot
"roman fruits";Playtech;Slot
"roving clover";Playtech;Slot
"sahara riches cash collect";Playtech;Slot
"sahara riches cash collect max";Playtech;Slot
"samurai fury";Playtech;Slot
"santa surprise";Playtech;Slot
"silent samurai mega cash collect";Playtech;Slot
"silver bullet bandit cash collect";Playtech;Slot
"solar eclipse desert treasure";Playtech;Slot
"spin em round";Playtech;Slot
"15 stars ablaze";Playtech;Slot
"20 stars ablaze";Playtech;Slot
"9 stars ablaze";Playtech;Slot
"streak of luck";Playtech;Slot
"super stepper";Playtech;Slot
"sweet n juicy";Playtech;Slot
"the racaroon";Playtech;Slot
"the sweetest cash collect";Playtech;Slot
"tigers pride gold pile";Playtech;Slot
"kick it multiplayer";Playtech;Slot
"ka ching boom";Playtech;Slot
"king blitz";Playtech;Slot
"king of giza mega cash collect and link";Playtech;Slot
"lights of luck";Playtech;Slot
"lil demon mega cash collect";Playtech;Slot
"lil greedy";Playtech;Slot
"lil sphinx";Playtech;Slot
"lion mania";Playtech;Slot
"lucky bass mega cash collect";Playtech;Slot
"macabra linx";Playtech;Slot
"mahjong magic";Playtech;Slot
"mega fireblaze big circus";Playtech;Slot
"mega fireblaze dwarves and goblins";Playtech;Slot
"mega fireblaze jackpots legacy of the tiger";Playtech;Slot
"mega fireblaze khonsu god of moon";Playtech;Slot
"mega fireblaze piggies and the bank";Playtech;Slot
"bubble gum burst";Playtech;Slot
"buffalo blitz cash collect";Playtech;Slot
"buffalo blitz ii";Playtech;Slot
"bullseye bandits triple way jackpots";Playtech;Slot
"circuit shock";Playtech;Slot
"busted or bailed";Playtech;Slot
"candy roll";Playtech;Slot
"cannonball riches";Playtech;Slot
"cash it multiplayer";Playtech;Slot
"clover flip";Playtech;Slot
"4 crazy cluckers";Playtech;Slot
"diamond bet roulette";Playtech;Ao Vivo
"diamond match deluxe";Playtech;Slot
"diamond rise";Playtech;Slot
"double digger";Playtech;Slot
"drop for top";Playtech;Slot
"el ranchero cash collect diamond path";Playtech;Slot
"eternal lady";Playtech;Slot
"fireblaze golden amazing factory";Playtech;Slot
"fish trio";Playtech;Slot
"fluffy favourites";Playtech;Slot
"fluffy fishin";Playtech;Slot
"football carnaval";Playtech;Slot
"free the dragon";Playtech;Slot
"full moon white thunder";Playtech;Slot
"Tappy Bird";PopOK;Slot
"Fruit X";PopOK;Slot
"Color Hunt";PopOK;Slot
"40 Money Tree Lucky Coin";PopOK;Slot
"Money Tree";PopOK;Slot
"Vietnamese Speed Baccarat 3";Pragmatic Play;Ao Vivo
"Vietnamese Speed Baccarat 2";Pragmatic Play;Ao Vivo
"Thai Speed Baccarat 2";Pragmatic Play;Ao Vivo
"Thai Baccarat 1";Pragmatic Play;Ao Vivo
"Speed Roulette Latina";Pragmatic Play;Ao Vivo
"Amazing Baccarat";Pragmatic Play;Ao Vivo
"Privé Lounge Blackjack 12";Pragmatic Play;Ao Vivo
"Privé Lounge Blackjack 11";Pragmatic Play;Ao Vivo
"Privé Lounge Baccarat Squeeze 2";Pragmatic Play;Ao Vivo
"Privé Lounge Baccarat Squeeze 1";Pragmatic Play;Ao Vivo
"ONE Blackjack Latino";Pragmatic Play;Ao Vivo
"Korean Turbo Baccarat 1";Pragmatic Play;Ao Vivo
"Korean Baccarat 2";Pragmatic Play;Ao Vivo
"Indonesian Speed Baccarat 2";Pragmatic Play;Ao Vivo
"Blackjack Latino 12";Pragmatic Play;Ao Vivo
"Blackjack Latino 11";Pragmatic Play;Ao Vivo
"Blackjack Latino 5";Pragmatic Play;Ao Vivo
"Blackjack Latino 4";Pragmatic Play;Ao Vivo
"Blackjack Latino 3";Pragmatic Play;Ao Vivo
"Blackjack Latino 2";Pragmatic Play;Ao Vivo
"Blackjack Latino 1";Pragmatic Play;Ao Vivo
"Blackjack 126";Pragmatic Play;Ao Vivo
"Blackjack 125";Pragmatic Play;Ao Vivo
"Blackjack 124";Pragmatic Play;Ao Vivo
"Blackjack 123";Pragmatic Play;Ao Vivo
"Blackjack 122";Pragmatic Play;Ao Vivo
"Blackjack 121";Pragmatic Play;Ao Vivo
"Blackjack 120";Pragmatic Play;Ao Vivo
"Blackjack 119";Pragmatic Play;Ao Vivo
"Blackjack 118";Pragmatic Play;Ao Vivo
"Blackjack 117";Pragmatic Play;Ao Vivo
"Blackjack 116";Pragmatic Play;Ao Vivo
"Blackjack 115";Pragmatic Play;Ao Vivo
"Cosmic Clusters";Pragmatic Play;Slot
"Out of the Woods";Pragmatic Play;Slot
"Big Bass Blast";Pragmatic Play;Slot
"Luxor of Cleopatra";Pragmatic Play;Slot
"Hell butcher";Pragmatic Play;Slot
"Fury of Anubis";Pragmatic Play;Slot
"wildrix";Pragmatic Play;Slot
"Mahjong Wins Triple Pot";Pragmatic Play;Slot
"Better Barn House Bonanza";Pragmatic Play;Slot
"big bass mission fishin'";Pragmatic Play;Slot
"egypt clusterbuster";Red Tiger;Slot
"Immortal Ways 3 Fates";Rubyplay;Slot
"World Champion X";Smartsoft;Slot
"MariachiCoins";Smartsoft;Instant Win
"asgardian rising";Smartsoft;Slot
"anubis wrath";Smartsoft;Slot
"crash duel x";Smartsoft;Crash
"skyliner";Smartsoft;Slot
"chicken drop";Smartsoft;Slot
"oishi delights";Smartsoft;Slot
"dragon tiger luck";Smartsoft;Slot
"crypto gold";Smartsoft;Slot
"buffalo win";Smartsoft;Slot
"bikini paradise";Smartsoft;Slot
"lucky piggy";Smartsoft;Slot
"double fortune";Smartsoft;Slot
"jurassic kingdom";Smartsoft;Slot
"wild heist cashout";Smartsoft;Slot
"majestic treasure";Smartsoft;Slot
"piggy gold";Smartsoft;Slot
"doomsday rampage";Smartsoft;Slot
"doublex";Smartsoft;Slot
"footballx";Smartsoft;Slot
"balloon";Smartsoft;Slot
"maverick";Smartsoft;Slot
"revenge of loki";Smartsoft;Slot
"balloon race";Smartsoft;Slot
"jack the giant hunter";Smartsoft;Slot
"waves of poseidon";Smartsoft;Slot
"3 top dogs";Smartsoft;Slot
"big bass crash";Smartsoft;Crash
"candy bonanza";Smartsoft;Slot
"jumbo safari";Smartsoft;Slot
"witch heart megaways";Smartsoft;Slot
"glorious rome";Smartsoft;Slot
"gem fire fortune";Smartsoft;Slot
"ice lobster";Smartsoft;Slot
"o vira lata caramelo";Smartsoft;Slot
"fish eye";Smartsoft;Slot
"wheel o’gold";Smartsoft;Slot
"cash surge";Smartsoft;Slot
"nile fortune";Smartsoft;Slot
"excalibur unleashed";Smartsoft;Slot
"big bass halloween";Smartsoft;Slot
"ride the lightning";Smartsoft;Slot
"3 buzzing wilds";Smartsoft;Slot
"jelly candy";Smartsoft;Slot
"bandit megaways";Smartsoft;Slot
"pig farm";Smartsoft;Slot
"finger lick'n free spins";Smartsoft;Slot
"Queen of the Irish";Spinomenal;Slot
"VOLCANO POWER HOLD & HIT 3x3";Spinomenal;Slot
"CELTIC COINS HOLD & HIT 3x3";Spinomenal;Instant Win
"SUPER MINER GOLDEN TREASURE";Spinomenal;Slot
"Book of majestic wild buffalo";Spinomenal;Slot
"atlas unleashed";Spinomenal;Slot
"baba yaga tales";Spinomenal;Slot
"demi gods v";Spinomenal;Slot
"night wolf frozen flames";Spinomenal;Slot
"queen of the forest";Spinomenal;Slot
"estrelas da independencia";Spinomenal;Slot
"wolf fang";Spinomenal;Slot
"Aviator spribe";SPRIBE;Slot
"Pilot Chicken";SPRIBE;Slot
"mini roulette";SPRIBE;Ao Vivo
"hotline";SPRIBE;Slot
"keno";SPRIBE;Ao Vivo
"hilo";SPRIBE;Slot
"goal";SPRIBE;Instant Win
"dice";SPRIBE;Ao Vivo
"heads and tails xy";SPRIBE;Slot
"plinko";SPRIBE;Instant Win
"mines";SPRIBE;Instant Win
"Fortune Garuda 500";TaDa Gaming;Slot
"Caramelo Jogador Sortudo";TaDa Gaming;Slot
"Chicken dash (1)";TaDa Gaming;Slot
"Clover coins 3x3";TaDa Gaming;Instant Win
"Clover coins 3x5";TaDa Gaming;Instant Win
"Joker coins expanded";TaDa Gaming;Instant Win
"mines football";TaDa Gaming;Instant Win
"Cash stack";TaDa Gaming;Slot
"onça sortuda 500";TaDa Gaming;Slot
"Lucky jaguar 500";TaDa Gaming;Slot
"Chicken Dash";TaDa Gaming;Slot
"Supernova";TaDa Gaming;Slot
"Fortune Yuri 500";TaDa Gaming;Slot
"Bounty Frenzy";TaDa Gaming;Slot
"cash coin";TaDa Gaming;Slot
"Sweet Magic";TaDa Gaming;Slot
"Joker's Fortune";TaDa Gaming;Slot
"Arara da Sorte";TaDa Gaming;Slot
"Neko Neko";TaDa Gaming;Slot
"Lucky Macaw";TaDa Gaming;Slot
"3 Witch's Lamp";TaDa Gaming;Slot
"3 Lucky BaoZhu";TaDa Gaming;Slot
"Rise of Egypt";TaDa Gaming;Slot
"3 Coin Wild Horse";TaDa Gaming;Slot
"Fortune Hook";TaDa Gaming;Slot
"big bass reel repeat";TaDa Gaming;Slot
"zombie school megaways";TaDa Gaming;Slot
"argonauts";TaDa Gaming;Slot
"lucky tiger tadagaming";TaDa Gaming;Slot
"lucky jaguar 2 tadagaming";TaDa Gaming;Slot
"fortune coins";TaDa Gaming;Instant Win
"fruity wheel";TaDa Gaming;Slot
"coin tree";TaDa Gaming;Slot
"crash puck";TaDa Gaming;Crash
"10 sparkling crown";TaDa Gaming;Slot
"mines grand";TaDa Gaming;Instant Win
"bikini lady";TaDa Gaming;Slot
"golden treasure";TaDa Gaming;Slot
"golden bank 2";TaDa Gaming;Slot
"golden bank";TaDa Gaming;Slot
"joker coins";TaDa Gaming;Instant Win
"rapid gems 777";TaDa Gaming;Slot
"lucky jaguar";TaDa Gaming;Slot
"royal shooter";TaDa Gaming;Slot
"trial phoenix";TaDa Gaming;Slot
"shogun";TaDa Gaming;Slot
"pirate queen 2";TaDa Gaming;Slot
"safari mistery";TaDa Gaming;Slot
"ocean king jackpot";TaDa Gaming;Slot
"nightfall hunting darkreel";TaDa Gaming;Slot
"neko fortune";TaDa Gaming;Slot
"mines gold";TaDa Gaming;Instant Win
"mega ace";TaDa Gaming;Slot
"mayan empire";TaDa Gaming;Slot
"king arthur";TaDa Gaming;Slot
"fortune roulette 5000x";TaDa Gaming;Ao Vivo
"egypts glow";TaDa Gaming;Slot
"dinosaur tycon 2";TaDa Gaming;Slot
"arena figther";TaDa Gaming;Slot
"agent ace";TaDa Gaming;Slot
"Vortex";Turbo Games;Slot
"CrashX";Turbo Games;Crash
"Aero";Turbo Games;Crash
"777 ultra hold";Wazdan;Slot